tracking_id	XH_1916	XH_1917	XH_1918	XH_1919	XH_1920	XH_1921	XH_1922	XH_1923	XH_1924
ENSMUSG00000000001	45.3209	44.2387	48.4486	46.6294	46.0161	44.5075	47.0918	46.2027	41.5312
ENSMUSG00000000028	40.4476	45.8898	41.1781	32.3253	38.0614	48.1999	39.7284	42.5119	41.9979
ENSMUSG00000000031	6.30452	74.3989	108.116	156.485	79.028	328.057	13.7045	116.353	5.74532
ENSMUSG00000000037	0.17983	0.75702	0.76369	2.77294	3.55832	0.650133	1.15566	0.399362	0.612697
ENSMUSG00000000056	4.04427	5.27402	5.9616	5.43171	4.97739	5.91534	5.40888	6.79806	5.76137
ENSMUSG00000000058	0.840382	0.875148	0.743891	1.74498	1.14693	1.22257	0.916312	0.70245	0.840634
ENSMUSG00000000078	70.1466	35.4158	34.0654	38.5911	27.9603	31.0104	31.2046	32.2292	30.3265
ENSMUSG00000000085	10.306	14.6502	14.5151	27.6957	15.7625	12.7159	22.2349	11.8675	18.4397
ENSMUSG00000000088	365.51	356.538	256.237	351.961	314.013	235.397	229.666	273.052	310.652
ENSMUSG00000000094	0.303442	0.890238	1.20848	1.65532	0.749863	1.46034	1.92138	2.05976	1.1971
ENSMUSG00000000120	3.75879	7.41387	7.56546	4.97742	6.7767	8.37335	6.08516	8.30045	6.06872
ENSMUSG00000000126	0.660042	1.04513	0.905457	0.604058	0.827093	0.919392	0.570569	1.05563	0.469819
ENSMUSG00000000127	7.17271	5.87873	5.68447	10.4893	8.69349	4.71941	6.98623	5.21352	7.33975
ENSMUSG00000000131	67.9097	75.8381	50.7792	42.2633	45.5958	64.3228	51.0262	73.8052	74.2298
ENSMUSG00000000134	60.4151	48.7276	44.6727	62.9394	42.1327	50.0473	54.9896	49.1999	57.9456
ENSMUSG00000000142	1.61779	2.68242	4.18835	5.55901	10.1969	4.06522	6.72641	3.90339	6.88487
ENSMUSG00000000148	4.70216	5.64951	5.59107	4.07426	4.16328	5.27125	4.26805	5.5412	4.76669
ENSMUSG00000000149	25.2896	25.0991	21.6573	18.9767	16.301	25.0816	19.2813	23.1321	25.1086
ENSMUSG00000000154	1.83557	1.03717	0.897429	0.275991	1.86495	1.22112	0.952252	1.21688	2.5376
ENSMUSG00000000167	0.681163	1.91392	1.95008	4.19902	1.82755	1.74871	2.05509	1.66213	1.56329
ENSMUSG00000000168	55.0337	46.3307	42.9847	35.687	39.4235	51.5899	43.8513	44.8109	44.3215
ENSMUSG00000000171	150.778	151.438	150.218	118.131	121.596	158.725	145.166	153.08	148.877
ENSMUSG00000000184	4.36855	6.28716	5.28485	6.36796	9.46644	4.78402	11.5979	7.04457	11.4708
ENSMUSG00000000194	18.9441	19.1533	15.5699	14.919	18.3815	19.0892	19.7055	21.234	21.6594
ENSMUSG00000000202	0.207238	1.64714	1.09563	2.97716	0.766619	1.23778	0.500362	0.850661	0.609815
ENSMUSG00000000244	0.134833	0.180594	0.12985	0.846645	1.15884	0.191301	1.06897	0.156415	0.545488
ENSMUSG00000000253	6.56749	14.032	10.3683	14.284	13.1388	11.8344	14.8696	12.9729	14.8624
ENSMUSG00000000275	23.2538	42.4734	41.0155	45.4953	49.066	40.4222	49.0726	37.158	56.0115
ENSMUSG00000000276	7.83812	13.3102	13.7693	14.573	17.2429	16.2367	16.4569	14.7479	16.0515
ENSMUSG00000000278	46.3001	61.7402	61.1109	89.324	82.5087	59.2922	75.471	51.9029	73.0215
ENSMUSG00000000282	31.4784	35.7065	33.5186	35.3232	28.0627	31.4294	24.1514	35.0567	37.8624
ENSMUSG00000000290	1.77998	1.68025	1.49981	2.16022	2.61388	1.77665	2.06564	3.17988	1.67036
ENSMUSG00000000295	40.4033	37.8557	32.8564	32.0685	33.8112	38.8934	33.7265	32.7364	33.0086
ENSMUSG00000000296	23.3725	18.4085	12.6978	15.6645	16.5576	20.4169	15.5141	17.1319	16.4112
ENSMUSG00000000301	5.26042	13.1685	9.53215	9.08802	4.61395	12.6885	6.76005	9.87666	7.96072
ENSMUSG00000000303	183.057	114.618	105.983	73.6957	68.2474	113.516	59.5896	94.7299	71.5119
ENSMUSG00000000305	1.35646	0.729896	0.54686	0.766854	0.392731	0.915026	0.66929	2.09531	0.735037
ENSMUSG00000000308	8.66682	6.99817	5.43097	4.43117	7.57405	7.80385	5.50308	7.11776	5.97083
ENSMUSG00000000317	3.68921	3.56756	3.68155	1.18977	1.955	3.25168	2.79889	3.26767	2.54072
ENSMUSG00000000325	19.1399	36.8509	24.5685	29.8789	24.3061	26.2775	18.1481	29.7454	27.1818
ENSMUSG00000000326	9.06631	11.2649	9.79154	9.62308	7.7328	10.4995	8.58402	10.9775	10.2145
ENSMUSG00000000339	37.7273	35.6044	31.5655	43.7468	36.602	31.6762	31.9652	29.8178	31.9091
ENSMUSG00000000340	22.8015	18.4817	16.4176	24.1751	23.9756	23.9896	20.1464	19.5824	24.1676
ENSMUSG00000000346	40.4176	33.7103	31.6559	30.1186	26.8372	28.9234	27.7856	28.0034	32.1316
ENSMUSG00000000355	25.2575	19.8835	20.0254	21.6581	21.4649	17.0577	24.3646	18.6299	21.426
ENSMUSG00000000365	39.8772	34.0423	32.7422	54.5217	52.4917	33.7159	44.7722	38.9482	35.6815
ENSMUSG00000000374	12.2954	9.52023	10.7335	10.1803	7.45531	10.9225	8.58499	10.1526	8.89309
ENSMUSG00000000378	25.8477	46.9646	38.0306	25.0033	27.8624	41.4641	24.7684	46.815	31.1691
ENSMUSG00000000384	112.388	163.812	151.319	123.945	120.443	170.589	131.317	170.016	152.32
ENSMUSG00000000399	86.1394	85.133	70.0086	64.4391	67.677	82.988	74.423	85.6055	83.7805
ENSMUSG00000000402	0.0708316	0.440342	0.574257	2.01804	1.31106	0.772054	1.91853	0.66675	1.20089
ENSMUSG00000000409	26.3664	29.5756	26.7541	24.3594	20.6431	25.6815	17.9694	19.5604	21.5609
ENSMUSG00000000416	1.11301	0.261757	0.353217	0.194189	1.20745	0.289573	1.68322	0.675946	0.999906
ENSMUSG00000000420	24.2592	23.1567	22.7986	26.0699	25.6582	25.0908	21.1745	19.6487	17.3137
ENSMUSG00000000439	21.1274	28.6304	23.8743	28.7772	28.9898	34.5414	20.117	27.8759	21.6568
ENSMUSG00000000441	79.1511	76.8637	64.6872	71.7368	64.6137	75.9709	68.7024	76.1544	79.7669
ENSMUSG00000000486	26.22	22.6729	20.4422	150.607	180.951	23.8566	157.117	23.4528	154.43
ENSMUSG00000000489	2.41749	1.23105	0.994438	1.97763	1.33016	1.46675	1.33582	1.15281	1.54607
ENSMUSG00000000530	1.27843	1.94318	1.6496	0.853702	1.19746	1.4175	2.06147	1.38534	1.52096
ENSMUSG00000000531	13.3537	8.52614	7.63837	10.2758	6.0856	6.58892	5.14948	6.80596	5.89294
ENSMUSG00000000532	9.85346	8.64365	8.38107	8.39835	8.0334	8.61403	7.35367	8.44777	8.18793
ENSMUSG00000000538	2.1565	3.82255	3.35944	4.16764	3.94685	3.84631	3.75464	3.35343	4.1625
ENSMUSG00000000544	16.0678	18.3115	14.735	28.3891	33.9573	18.9604	37.1896	15.847	44.2913
ENSMUSG00000000552	9.17022	10.8203	10.6739	9.66251	10.5983	8.28061	9.37007	9.0988	11.0372
ENSMUSG00000000555	27.0697	18.7057	16.8427	12.2311	19.8328	19.7078	15.9925	17.4913	15.2935
ENSMUSG00000000561	182.466	170.109	158.832	112.828	109.147	181.929	148.918	172.211	169.668
ENSMUSG00000000563	197.415	193.246	177.711	190.484	208.102	186.382	187.415	188.913	197.792
ENSMUSG00000000568	545.871	381.262	440.063	511.201	611.286	352.34	398.03	389.812	378.476
ENSMUSG00000000579	0.826863	1.26859	1.0435	2.4497	1.10873	1.72157	1.87123	0.922933	1.41976
ENSMUSG00000000581	32.2971	36.6651	37.8766	36.0195	41.9794	42.1996	43.5303	42.2615	53.7624
ENSMUSG00000000594	4.63679	6.80623	5.74562	8.2364	9.46648	6.31069	7.76875	6.38778	8.69341
ENSMUSG00000000600	11.4498	10.0269	12.2454	17.8326	15.7341	11.7962	13.4335	11.331	11.2304
ENSMUSG00000000605	4.46481	3.97935	4.01563	4.51165	2.10857	4.22033	3.48645	3.67404	2.99425
ENSMUSG00000000627	1.19249	1.12478	1.65674	2.05236	1.25805	1.22683	1.47827	1.37448	1.59689
ENSMUSG00000000628	74.7784	63.0898	52.8978	57.1245	59.5749	62.0623	54.3103	58.2658	67.0959
ENSMUSG00000000631	21.4926	21.0063	14.8464	20.456	18.4157	22.7601	13.6462	18.183	14.8095
ENSMUSG00000000682	1.39849	1.09497	1.49223	1.88258	1.97027	2.05212	1.98149	0.936767	2.12104
ENSMUSG00000000693	3.66178	4.40583	3.92857	3.31469	5.97759	6.34288	4.61033	4.91837	3.41104
ENSMUSG00000000708	12.8308	11.7545	15.166	17.2429	22.129	10.9649	14.704	8.92337	12.4165
ENSMUSG00000000711	14.2004	15.0824	16.0435	18.2154	19.1308	14.4079	16.2941	14.0635	16.2477
ENSMUSG00000000730	208.962	165.502	172.156	138.172	128.402	169.662	160.998	158.882	147.131
ENSMUSG00000000731	8.28675	7.57716	6.52133	18.8894	19.7396	7.26207	12.8431	8.66222	15.9825
ENSMUSG00000000732	9.90088	11.0813	11.5129	7.6464	6.32067	10.0767	8.61308	9.91887	8.26099
ENSMUSG00000000738	78.3113	76.7001	55.9055	23.5707	35.4634	64.7954	35.9432	66.344	42.1152
ENSMUSG00000000739	2.97811	4.80692	3.96408	0.967945	2.41318	3.94199	2.13618	2.54638	2.22453
ENSMUSG00000000740	3199.44	3462.52	2362.94	2026.14	2031.81	1989.58	1100.06	2463.72	1836.51
ENSMUSG00000000743	67.3652	69.9992	63.7583	35.0131	37.5629	70.4763	44.3399	67.8968	48.7258
ENSMUSG00000000751	130.757	199.275	195.655	163.177	176.521	210.916	211.611	199.199	214.763
ENSMUSG00000000753	17.3232	25.5308	20.2914	13.1298	19.6357	17.7229	18.0102	28.238	15.9477
ENSMUSG00000000759	25.9959	22.7803	23.164	15.3973	23.3018	28.0006	16.3615	24.2939	15.3058
ENSMUSG00000000776	49.41	51.0487	47.8163	32.3638	34.5148	49.8723	36.2766	47.3562	40.406
ENSMUSG00000000782	15.9734	26.4039	25.3693	27.8588	28.4955	24.874	25.8548	24.08	28.0329
ENSMUSG00000000787	260.95	207.781	258.544	252.498	253.502	248.635	249.65	222.633	224.946
ENSMUSG00000000792	2.51993	1.72719	1.61074	1.15493	0.758569	1.92221	1.15328	1.96657	1.45317
ENSMUSG00000000804	10.3584	11.5261	14.3112	17.3702	14.1034	12.1844	14.8	10.7317	13.1794
ENSMUSG00000000805	21.3269	22.7773	21.3403	13.6262	11.7235	26.5593	11.9338	23.8749	10.7884
ENSMUSG00000000811	2.87604	3.76491	2.80267	3.23017	3.60085	2.82764	2.58379	2.97558	3.36178
ENSMUSG00000000823	18.7656	19.4392	22.288	15.9729	19.9206	25.3926	21.283	26.0108	20.6358
ENSMUSG00000000826	27.7116	26.0634	24.9863	26.0047	21.1665	27.2431	26.4769	29.6737	31.5797
ENSMUSG00000000827	112.299	113.752	90.537	104.445	131.066	113.961	109.426	108.083	111.555
ENSMUSG00000000838	25.6047	18.235	23.386	34.6146	32.0119	20.9863	22.4833	20.3412	18.3006
ENSMUSG00000000876	1.94843	2.05209	1.63541	2.31551	1.80051	2.0049	1.83924	1.5049	2.19787
ENSMUSG00000000881	11.5848	10.4383	8.46947	10.0339	7.94812	7.24492	7.5967	8.03039	9.23516
ENSMUSG00000000884	9.24458	11.6147	10.0447	13.5807	6.91688	11.9665	7.50056	10.9168	10.6092
ENSMUSG00000000901	22.2431	19.8893	17.4897	13.0451	12.2178	18.0816	12.9533	18.7356	16.1485
ENSMUSG00000000902	81.5834	88.6621	79.6063	73.7057	66.8647	79.7578	72.1875	88.1703	84.1484
ENSMUSG00000000903	1.63765	1.17057	1.56786	1.3001	0.716636	1.48936	1.47188	1.27937	0.970753
ENSMUSG00000000915	11.3826	10.5694	7.34695	8.58411	9.62363	12.2169	8.68694	10.1923	12.2087
ENSMUSG00000000916	14.4454	20.0014	17.7803	10.9175	16.3175	16.7169	16.3091	18.5796	20.6123
ENSMUSG00000000934	7.27216	8.04317	6.71861	4.92189	7.59253	5.92612	5.07015	6.25504	5.14902
ENSMUSG00000000948	5.43668	5.81886	10.0422	23.4711	27.8594	7.53587	18.2117	4.07939	14.201
ENSMUSG00000000957	18.5834	13.731	14.2571	11.5004	13.6091	15.1627	13.6406	15.7445	13.8463
ENSMUSG00000000958	50.971	40.988	37.0946	39.7261	40.6774	36.5974	44.2967	40.1592	51.5771
ENSMUSG00000000959	31.3062	36.9297	33.8016	29.0365	26.4693	36.1369	32.4429	38.8147	36.6525
ENSMUSG00000000976	7.50253	11.0322	11.2976	11.7377	9.44285	13.6504	12.3774	11.6106	11.1261
ENSMUSG00000001014	1.01872	1.76022	1.3444	1.67441	0	1.13826	1.34046	1.70631	2.36156
ENSMUSG00000001016	124.063	110.635	119.585	96.6855	107.986	115.817	111.205	108.408	112.115
ENSMUSG00000001017	86.3287	73.6615	82.4467	95.3244	86.4646	78.7002	83.8966	79.9036	91.9554
ENSMUSG00000001018	10.6725	9.94282	10.8958	14.3433	17.1366	9.73673	11.8373	9.55867	11.2975
ENSMUSG00000001020	78.5814	109.417	79.9621	89.1203	94.1695	109.496	78.3533	87.6808	63.7882
ENSMUSG00000001025	359.194	383.877	256.729	202.506	186.965	337.465	235.818	321.807	210.485
ENSMUSG00000001034	25.6323	43.1945	39.1788	25.1828	38.5575	36.1582	27.8916	41.6834	29.746
ENSMUSG00000001036	17.2668	26.2628	25.4393	35.594	39.5027	23.4028	32.2142	26.6714	32.0482
ENSMUSG00000001039	22.7444	38.4345	33.3964	23.4258	31.4648	39.6271	38.8639	42.6502	35.7135
ENSMUSG00000001052	26.6619	22.8677	22.7009	14.1615	11.8934	22.4782	13.2939	31.7921	14.4944
ENSMUSG00000001053	21.2941	26.1258	22.8722	26.9199	23.1991	19.9132	23.9623	19.6395	30.5667
ENSMUSG00000001054	32.1762	39.6449	35.2108	35.4517	28.5092	35.2859	38.1327	33.4376	42.8781
ENSMUSG00000001056	307.283	428.379	365.884	332.796	345.238	394.478	349.165	397.784	411.317
ENSMUSG00000001062	5.59485	5.64495	4.8032	7.09318	1.72617	4.48558	2.64241	5.02523	3.38271
ENSMUSG00000001065	7.74189	8.38304	7.45177	5.26363	3.75046	8.14993	4.88517	7.38998	6.05645
ENSMUSG00000001082	52.5345	50.816	49.7551	43.2419	46.4582	49.0994	54.0444	60.1228	66.5872
ENSMUSG00000001089	16.7654	17.1082	16.4377	20.726	24.6792	15.2182	16.7099	15.3648	16.274
ENSMUSG00000001098	27.056	29.8504	26.0339	21.8528	21.0981	28.5688	19.6547	25.9004	23.5257
ENSMUSG00000001100	51.9521	62.2929	61.2763	57.2894	70.2777	61.7905	59.4986	63.2904	66.1304
ENSMUSG00000001105	30.5173	53.4656	46.2096	60.6996	53.0199	44.6528	53.0253	49.373	55.9293
ENSMUSG00000001119	5.38032	6.45471	5.15697	5.89029	5.00812	5.84624	5.25224	6.31493	4.19387
ENSMUSG00000001120	20.0103	20.742	17.4881	15.0575	16.579	15.1604	13.8652	17.3629	15.7019
ENSMUSG00000001123	41.0344	25.1171	20.674	10.7688	12.304	21.1785	14.3669	19.9359	11.9373
ENSMUSG00000001127	30.7342	68.2834	50.6177	29.8323	29.4894	68.5291	35.4474	67.5911	37.0689
ENSMUSG00000001128	5.28521	8.61204	8.54854	4.49659	5.86685	7.27568	6.24839	10.2267	7.85822
ENSMUSG00000001131	35.9054	63.9805	51.3517	41.0335	37.5726	61.3721	44.3822	62.6155	42.9349
ENSMUSG00000001134	67.0475	121.99	84.3871	57.0052	34.177	110.76	47.2344	97.1725	55.2829
ENSMUSG00000001138	9.39623	6.95453	8.48169	5.1292	2.84535	11.5543	5.60071	9.12453	6.36241
ENSMUSG00000001143	5.19745	7.29614	7.63399	6.99261	6.86407	7.1813	7.99371	6.821	8.8273
ENSMUSG00000001150	19.2855	22.9311	25.09	36.4911	34.7934	25.2299	36.383	25.7932	31.4757
ENSMUSG00000001151	27.5657	28.8458	26.915	26.3235	23.2877	25.92	27.1825	24.7997	24.8831
ENSMUSG00000001156	2.74645	2.0289	3.27902	2.46782	1.93348	1.9974	2.08983	2.97145	2.69652
ENSMUSG00000001157	8.68422	8.05714	8.67728	12.122	11.2827	8.70175	9.22899	7.92108	9.92244
ENSMUSG00000001158	42.2196	52.5149	42.293	116.606	106.268	52.5743	56.642	31.3029	39.8875
ENSMUSG00000001166	1.13801	1.58147	1.56031	1.21534	1.57739	1.05834	1.249	2.3711	2.46103
ENSMUSG00000001173	8.07759	7.06714	8.00759	8.37145	9.496	8.30048	8.12516	7.35011	7.6503
ENSMUSG00000001175	294.331	305.444	187.917	156.339	169.814	197.048	139.414	229.086	284.371
ENSMUSG00000001211	33.4672	34.7505	25.6074	15.3631	14.1326	32.8528	15.5689	29.7781	17.5909
ENSMUSG00000001227	0.718367	1.0515	0.949697	2.1273	1.51349	0.542652	0.977408	0.670109	1.72698
ENSMUSG00000001228	210.226	193.02	165.252	146.643	156.276	193.619	146.905	176.935	187.715
ENSMUSG00000001229	19.2433	20.269	20.3538	15.9254	15.5676	19.8924	17.0769	20.3886	19.2938
ENSMUSG00000001240	3.87045	4.5361	3.77746	1.77628	1.33044	2.92129	3.15233	2.8614	2.11646
ENSMUSG00000001247	41.5923	35.6573	32.0096	23.0898	22.5205	35.127	26.291	34.4627	32.9005
ENSMUSG00000001248	25.1621	26.7212	25.9624	26.4513	17.839	31.0866	26.5902	28.2807	26.3439
ENSMUSG00000001249	12.0451	10.0696	6.89035	2.26661	5.77036	6.59421	4.10869	7.07727	5.16082
ENSMUSG00000001270	129.331	187.914	155.949	211.096	159.859	198.126	182.162	183.998	301.78
ENSMUSG00000001280	29.2905	31.6877	30.4598	41.2402	29.8339	32.6208	31.024	34.886	30.8378
ENSMUSG00000001281	10.2309	14.684	13.7388	10.5591	15.6474	11.447	13.1681	12.1312	19.0127
ENSMUSG00000001285	42.0323	48.865	42.0481	31.9989	34.6499	55.1111	43.0278	50.9487	47.7879
ENSMUSG00000001288	45.6205	49.4305	55.6746	38.239	51.4713	52.7248	43.2965	51.0687	41.604
ENSMUSG00000001289	147.845	179.3	128.126	96.4541	133.044	160.772	128.559	156.841	169.294
ENSMUSG00000001300	9.64749	9.45922	7.04925	6.92231	4.30998	8.90933	6.83283	11.501	7.06909
ENSMUSG00000001305	81.4088	91.3721	89.6903	100.556	98.8995	94.6617	94.224	87.7123	89.369
ENSMUSG00000001313	25.5026	36.7184	30.3107	26.8965	22.4905	33.4322	29.1369	34.8702	34.331
ENSMUSG00000001323	14.4881	16.4335	19.6484	17.3115	19.251	17.768	19.2285	17.6121	17.8477
ENSMUSG00000001348	7.99896	12.4472	9.8943	16.0596	11.0674	10.8188	11.6982	9.49001	12.738
ENSMUSG00000001349	8.1313	9.63864	7.223	6.45918	5.9162	8.10876	5.46645	7.72906	5.97586
ENSMUSG00000001366	13.9902	21.1425	12.5933	15.0348	13.8759	16.863	13.8008	12.7696	14.0542
ENSMUSG00000001376	15.8529	15.0888	15.9056	23.4652	16.9763	15.2385	17.8027	12.8803	14.2166
ENSMUSG00000001380	67.102	69.7699	68.5461	62.6146	56.2165	73.1563	67.7276	68.5442	70.3071
ENSMUSG00000001383	53.8086	54.635	67.3907	58.8151	64.1847	64.4188	74.5656	57.9938	67.7874
ENSMUSG00000001403	171.148	176.14	174.478	162.326	174.349	175.534	172.503	173.229	193.606
ENSMUSG00000001415	98.8406	98.883	97.8371	79.2397	75.2854	105.873	82.8847	101.753	96.2323
ENSMUSG00000001416	544.005	556.439	506.823	401.153	393.628	537.63	456.961	512.97	480.371
ENSMUSG00000001418	64.6798	58.8503	62.8956	59.6505	50.3717	56.8152	69.7596	63.2857	71.3515
ENSMUSG00000001419	16.3504	19.447	17.9514	13.3814	13.971	18.9274	13.4201	17.7497	14.0067
ENSMUSG00000001420	5.58126	2.26316	2.38004	1.91261	4.30623	2.2114	2.99127	2.28037	3.75383
ENSMUSG00000001424	196.264	279.945	190.605	278.738	190.313	309.438	228.165	221.031	207.265
ENSMUSG00000001435	90.5492	58.0168	63.8916	83.2008	69.7491	61.5318	79.6338	68.5519	72.691
ENSMUSG00000001436	13.8702	21.0991	18.0897	10.8532	12.843	17.0508	12.0266	17.0576	13.4307
ENSMUSG00000001440	274.803	390.551	433.464	394.531	406.859	437.893	421.478	431.784	408.094
ENSMUSG00000001441	53.2905	80.4133	72.837	101.187	86.7388	77.4662	78.0916	74.4621	72.2208
ENSMUSG00000001445	41.6156	61.4013	63.5887	44.1275	42.9399	65.4709	56.4385	72.9179	63.8534
ENSMUSG00000001467	50.9164	36.5637	26.3043	30.1773	28.7275	29.8863	28.2639	31.3862	36.1413
ENSMUSG00000001472	132.335	142.374	151.738	70.6367	63.9534	282.87	120.796	133.522	95.7349
ENSMUSG00000001473	76.9865	106.112	79.2565	60.199	50.5724	108.267	63.262	109.375	65.1606
ENSMUSG00000001482	62.5746	65.441	56.7383	40.8905	32.9031	64.4727	43.2078	57.8006	47.7283
ENSMUSG00000001504	1.40989	3.17307	2.83264	3.38937	2.94933	2.09721	2.56854	1.84653	3.83994
ENSMUSG00000001506	9.78764	15.6351	13.113	11.0073	10.6829	12.3971	10.6558	16.049	9.87862
ENSMUSG00000001507	26.4948	42.8076	40.1665	19.8286	24.279	43.0013	21.4287	41.7305	22.1014
ENSMUSG00000001517	35.9913	26.6698	29.3075	30.8576	25.2003	30.4736	25.3307	25.0948	26.0603
ENSMUSG00000001518	26.7034	26.4894	23.5285	26.3937	15.1027	23.8373	24.6052	28.7546	28.4643
ENSMUSG00000001521	19.7163	15.6095	15.783	14.8744	14.7802	16.6747	12.9138	14.9807	15.5086
ENSMUSG00000001524	30.1949	35.2163	31.0597	25.7341	25.2922	33.9028	30.3999	35.5725	33.8282
ENSMUSG00000001525	1152.05	1329.15	1195.95	895.271	764.942	1309.34	1004.5	1258.84	1183.24
ENSMUSG00000001542	12.1481	8.81322	9.24758	19.3716	11.6353	12.0579	9.7994	8.95491	8.45529
ENSMUSG00000001552	77.7973	88.4674	65.7442	86.1999	77.2648	75.4115	71.2307	82.8612	101.147
ENSMUSG00000001555	19.2335	17.3831	16.3333	10.3194	11.8108	20.6711	10.5855	20.4541	9.65011
ENSMUSG00000001558	0.388395	0.977946	0.996153	0.96669	1.82309	1.15875	0.913431	0.917255	1.34946
ENSMUSG00000001569	16.8057	19.9587	21.5521	17.3142	21.6848	21.7136	22.1107	19.1113	21.0533
ENSMUSG00000001576	128.608	105.057	78.5013	73.5108	70.2285	97.5121	74.7652	96.7986	87.7683
ENSMUSG00000001583	6.53294	6.63048	5.34597	4.48503	5.86898	5.17957	5.71801	6.02916	7.45527
ENSMUSG00000001588	2.84049	5.44992	5.71437	5.95636	6.308	5.57484	6.49705	6.07823	7.41191
ENSMUSG00000001604	39.0088	70.5013	63.3971	93.412	96.5582	56.3087	86.947	68.3869	87.4351
ENSMUSG00000001622	1.7876	1.71127	2.15201	0.639462	0.230247	0.932885	1.02728	0.886629	0.680205
ENSMUSG00000001627	88.1159	65.3094	78.8663	96.7546	79.9122	62.1226	68.8267	66.3673	60.9108
ENSMUSG00000001630	8.56879	9.06894	9.32767	11.0522	11.0123	8.92049	12.0093	8.36817	12.6642
ENSMUSG00000001632	26.5113	26.2207	24.6242	22.4595	23.6101	27.4327	21.8239	23.8106	23.2285
ENSMUSG00000001642	202.131	200.388	188.947	140.666	149.968	193.689	176.634	188.623	198.446
ENSMUSG00000001661	0.542747	0.326223	0.668776	1.58669	1.02058	0.843242	0.990417	1.0929	0.544033
ENSMUSG00000001663	3.73579	4.41771	3.34584	4.40771	1.9499	4.29359	3.40139	3.40283	4.49753
ENSMUSG00000001665	3.28228	4.2555	4.82226	4.80653	4.06369	6.18539	6.41708	6.02539	6.49775
ENSMUSG00000001666	95.3553	108.152	92.158	94.9953	84.5873	105.297	105.191	97.9731	120.964
ENSMUSG00000001672	1.44432	1.34607	1.17129	1.34263	0.462625	0.838662	0.742493	0.693035	1.33721
ENSMUSG00000001674	138.913	148.572	133.994	104.751	99.1922	136.974	124.183	144.333	127.158
ENSMUSG00000001687	34.7982	28.7603	30.4136	44.0767	39.8004	30.4062	36.5429	29.3454	37.4953
ENSMUSG00000001700	4.82438	3.66751	3.96409	4.16429	3.94687	3.11064	4.02081	4.00556	3.75544
ENSMUSG00000001707	92.8755	90.5367	75.3226	57.2304	74.9983	91.4606	78.6777	87.1043	99.0502
ENSMUSG00000001729	67.2579	67.3576	59.9038	45.0107	42.2678	62.2005	41.5671	55.839	41.4098
ENSMUSG00000001750	12.5977	15.4697	14.0305	9.68069	9.28928	16.375	12.0556	13.3646	14.0088
ENSMUSG00000001751	1.80215	1.95361	1.84829	1.60875	1.91463	2.34654	1.46492	1.75276	1.55758
ENSMUSG00000001755	23.8984	26.3628	22.2335	22.9036	22.3962	25.0668	19.4038	24.651	23.2913
ENSMUSG00000001761	9.44497	7.70584	5.90524	3.72796	3.97868	7.12716	3.74504	6.21365	3.56014
ENSMUSG00000001763	2.67439	2.75981	2.50748	1.78108	2.06186	2.37146	1.73279	1.96021	2.22056
ENSMUSG00000001767	20.092	16.7645	20.5317	28.3388	24.705	19.4438	23.7902	20.3703	22.2932
ENSMUSG00000001768	1.93243	2.66537	1.64768	2.15101	1.91605	1.44428	1.68003	1.59306	1.96168
ENSMUSG00000001774	48.2931	42.4827	47.2774	57.4984	50.4187	58.0911	46.5302	50.4585	40.563
ENSMUSG00000001783	131.19	138.833	130.074	109.172	111.525	139.048	120.989	130.556	125.207
ENSMUSG00000001785	70.7422	74.7606	74.8024	54.7664	51.7196	89.7987	69.9512	79.9186	72.4356
ENSMUSG00000001786	17.6422	14.1297	12.6373	9.99924	9.68244	11.553	12.8209	14.4246	14.0109
ENSMUSG00000001794	395.029	290.932	250.128	185.36	182.784	301.947	233.774	302.002	285.318
ENSMUSG00000001802	3.73187	3.00247	1.95406	1.19135	0.979316	1.57399	0.813227	1.90301	1.12705
ENSMUSG00000001827	42.7503	39.4816	39.8875	64.0458	51.066	58.2734	88.1911	39.6171	80.1435
ENSMUSG00000001829	74.9562	96.2543	68.7801	70.0009	77.552	96.231	64.7423	82.9788	77.3809
ENSMUSG00000001833	48.7469	43.5921	51.2975	73.8393	73.3009	47.5684	56.0767	47.5713	45.359
ENSMUSG00000001844	15.1317	12.8238	15.8575	15.1456	16.7167	17.9103	19.4315	17.1463	19.5079
ENSMUSG00000001847	183.989	165.196	152.756	107.25	106.238	163.129	111.175	170.124	130.309
ENSMUSG00000001855	24.9849	28.1135	29.8701	27.214	25.5857	29.2571	31.7073	29.998	29.779
ENSMUSG00000001864	11.9305	11.6745	12.7483	10.2448	12.7627	8.21912	10.6234	10.2076	9.43908
ENSMUSG00000001870	3.18068	3.28314	3.56237	3.03585	3.45219	5.30231	3.93486	3.58855	2.96901
ENSMUSG00000001891	10.277	14.0073	16.0561	24.7252	19.6254	12.2242	16.2111	13.0222	12.4224
ENSMUSG00000001909	123.078	123.193	121.346	77.5577	67.399	120.329	75.8728	126.912	76.0993
ENSMUSG00000001910	99.0159	93.4475	82.0434	45.1257	49.19	89.5182	51.8327	90.5117	63.2911
ENSMUSG00000001911	1.40037	1.33253	1.26795	1.26383	0.982703	0.974778	0.878285	0.909599	0.824814
ENSMUSG00000001918	98.2206	72.1209	51.8869	30.5205	42.6047	54.6004	38.9486	58.9546	63.0384
ENSMUSG00000001924	208.768	204.225	186.45	172.491	170.816	197.802	190.919	197.076	204.416
