tracking_id	13_1	13_2	13_3	14_1	14_2	14_3
ENSMUSG00000089599	0	0	0	0	0	0	
ENSMUSG00000089601	0	0	0	0	0	0	
ENSMUSG00000089603	0	0	0	0	0	0	
ENSMUSG00000089605	0	0	0	0	0	0	
ENSMUSG00000089606	0	0	0	0	0	0	
ENSMUSG00000089607	0	0	0	0	0	0	
ENSMUSG00000089608	0	0	0	0	0	0	
ENSMUSG00000089609	0	0	0	0	0	0	
ENSMUSG00000089610	0	0	0	0	0	0	
ENSMUSG00000089612	0	0	0	0	0	0	
ENSMUSG00000089613	0	0	0	0	0	0	
ENSMUSG00000089614	0	0	0	0	0	0	
ENSMUSG00000089615	0	0	0	0	0	0	
ENSMUSG00000089616	0	0	0	0	0	0	
ENSMUSG00000089617	0	0	0	0	0	0	
ENSMUSG00000089618	0	0	0	0	0	0	
ENSMUSG00000089619	0	0	0	0	0	0	
ENSMUSG00000089621	0	0	0	0	0	0	
ENSMUSG00000089622	0	0	0	0	0	0	
ENSMUSG00000089624	0	0	0	0	0	0	
ENSMUSG00000089625	0	0	0	0	0	0	
ENSMUSG00000089627	0.290984	0	0	0	0	0	
ENSMUSG00000089628	0.660241	0.388321	0.442555	0.349347	0.150933	0.392909	
ENSMUSG00000089630	0.0853658	0	0	0	0	0	
ENSMUSG00000089631	1.01692	1.16827	0.273478	0.51239	1.06091	0.335529	
ENSMUSG00000089633	0.100962	0.164229	0	0.0584099	0.155229	0.0820098	
ENSMUSG00000089634	0	0	0	0	0	0	
ENSMUSG00000089635	0	0	0	0.052465	0	0	
ENSMUSG00000089636	0	0	0	0.343693	0	0	
ENSMUSG00000089639	0	0	0	1.62151	0.918636	1.12435	
ENSMUSG00000089640	0.0391138	0	0	0.0288806	0	0	
ENSMUSG00000089643	0	0	0	0.451794	0	0	
ENSMUSG00000089645	0.0182336	0	0	0	0	0.0742899	
ENSMUSG00000089646	0	0	0	0	0	0	
ENSMUSG00000089647	0	0	0.0133836	0.0143119	0.0151684	0	
ENSMUSG00000089648	0	0	0	0.0465999	0	0	
ENSMUSG00000089651	0.163821	0	0	0.216132	0	0	
ENSMUSG00000089652	0.0144323	0	0	0	0	0	
ENSMUSG00000089653	0	0	0	0	0	0	
ENSMUSG00000089654	0	0	0	0	0	0	
ENSMUSG00000089655	0	0	0	0	0	0	
ENSMUSG00000089656	0	0	0	0	0	0	
ENSMUSG00000089657	0	0	0	0	0	0	
ENSMUSG00000089659	8.85363	6.10988	10.0497	10.3773	11.0606	13.6907	
ENSMUSG00000089661	0.0904308	0	0.284126	0.0336143	0.291716	0	
ENSMUSG00000089662	1.80603	1.69378	4.1916	1.1855	1.56065	0.501782	
ENSMUSG00000089663	0	0.154064	0.0929875	0.0798796	0.0209817	0.0285211	
ENSMUSG00000089664	0	0	0	0	0	0	
ENSMUSG00000089665	4.39649	4.23523	2.49234	2.35967	2.6896	1.12653	
ENSMUSG00000089666	0	0	0	0	0	0	
ENSMUSG00000089667	0	0	0	0	0	0	
ENSMUSG00000089669	0	0	0	0.154866	0.209095	0.241352	
ENSMUSG00000089670	0.0433812	0.157823	0.0580767	0.0965528	0	0.339626	
ENSMUSG00000089671	0.218333	0.173916	0	0	0	0.136252	
ENSMUSG00000089673	0	0	0	0	0	0	
ENSMUSG00000089675	0.0586191	0.142277	0.1635	0	0.101355	0.134707	
ENSMUSG00000089678	0	0	0	0.0480817	0	0	
ENSMUSG00000089679	0.049823	0.122794	0	0.169715	0.244784	0.256149	
ENSMUSG00000089680	0	0	0	0	0	0	
ENSMUSG00000089682	0.591262	0.979395	1.23792	1.31678	2.41083	2.02803	
ENSMUSG00000089683	0	0	0	0	0	0	
ENSMUSG00000089684	0	0	0	0	0	0	
ENSMUSG00000089685	0	0	0	0	0	0	
ENSMUSG00000089686	0	0	0	0.0737171	0	0	
ENSMUSG00000089687	1.08722	1.5349	1.62758	2.71932	4.20565	4.48749	
ENSMUSG00000089689	0	0	0	0	0	0	
ENSMUSG00000089690	0	0	0	0	0	0	
ENSMUSG00000089694	0	0	0	0.0145059	0	0	
ENSMUSG00000089695	0.580711	0	0	0.647259	1.26696	0	
ENSMUSG00000089696	0	0	0	0	0	0	
ENSMUSG00000089697	0.012577	0.0154976	0.0336492	0.00902047	0	0.0258591	
ENSMUSG00000089698	0.712808	0.596611	0.572947	0.491011	0.910293	1.06988	
ENSMUSG00000089699	0	0	0	0	0	0	
ENSMUSG00000089700	0	0	0	0.0898338	0	0	
ENSMUSG00000089701	0	0	0	0	0.0956555	0	
ENSMUSG00000089702	1.27174	2.21455	2.23484	2.78284	2.75209	2.24003	
ENSMUSG00000089703	0	0	0	0.0338733	0	0	
ENSMUSG00000089704	25.5389	21.357	23.9654	17.1421	28.2413	22.7449	
ENSMUSG00000089705	0	0	0	0	0	0	
ENSMUSG00000089706	0.811027	0.242361	0.338243	0.807087	0.856341	0.834673	
ENSMUSG00000089707	0	0	0	0.0471633	0.016624	0	
ENSMUSG00000089708	0	0	0	0	0	0	
ENSMUSG00000089709	0	0.051594	0	0	0	0.042645	
ENSMUSG00000089710	0	0	0	0	0	0	
ENSMUSG00000089711	0.457276	0.541845	0.612795	0.571365	0.254721	0.333853	
ENSMUSG00000089712	0	0	0	0.0279312	0	0	
ENSMUSG00000089713	1.19454	0.75532	0.59182	3.59118	3.70879	3.5992	
ENSMUSG00000089714	0.0145679	0	0	0	0	0	
ENSMUSG00000089715	16.1717	14.3019	16.8035	27.5429	26.0861	24.9444	
ENSMUSG00000089716	0.161389	0	0	0	0	0	
ENSMUSG00000089717	0.0300971	0.16481	0	0.0991628	0	0.0884835	
ENSMUSG00000089718	0.372415	0	0	0	0	0	
ENSMUSG00000089719	0	0	0	0	0	0	
ENSMUSG00000089722	0	0	0	0	0	0	
ENSMUSG00000089723	0	0	0	0	0	0	
ENSMUSG00000089724	0	0	0	0	0	0	
ENSMUSG00000089726	0.057082	0.234835	0.572659	0.490803	0.404022	0.511146	
ENSMUSG00000089727	0	0	0	0	0	0	
ENSMUSG00000089728	0	0.290247	0	0.188603	0	0.150395	
ENSMUSG00000089729	0	0	0	0.582782	0.428229	0.141272	
ENSMUSG00000089730	0	0	0	0	0	0	
ENSMUSG00000089731	0	0	0	0	0	0	
ENSMUSG00000089732	0	0.26558	0	0.0650362	0	0	
ENSMUSG00000089733	0	0	0	0	0	0.40253	
ENSMUSG00000089735	0	0	0	0.0446391	0	0	
ENSMUSG00000089736	0.0956407	0.269363	0.856948	0.697477	0.53731	0.753784	
ENSMUSG00000089737	0.0144795	0	0	0.0104063	0.043679	0.0296782	
ENSMUSG00000089739	7.80097	2.71431	2.75558	3.81035	5.53237	5.57299	
ENSMUSG00000089742	0.367769	0	0	0.280459	0	0	
ENSMUSG00000089743	0	0	0	0	0	0	
ENSMUSG00000089744	0	0	0	0	0	0	
ENSMUSG00000089745	1.86075	0.88785	1.81162	0.932405	1.29404	0.861349	
ENSMUSG00000089746	0	0	0	0	0	0	
ENSMUSG00000089748	0	0	0	0	0	0	
ENSMUSG00000089749	0	0	0	0	0.0666806	0.0892109	
ENSMUSG00000089753	0	0	0	0.212089	0	0	
ENSMUSG00000089754	0	0	0	0	0	0	
ENSMUSG00000089755	0	0	0	0	0	0	
ENSMUSG00000089756	0.256224	0.186655	0.140216	0.200274	0.105733	0.167878	
ENSMUSG00000089757	0	0	0.0993564	0.0569924	0.209866	0	
ENSMUSG00000089759	0	0.147263	0	0	0.0945868	0.0636275	
ENSMUSG00000089760	0	0	0	0	0	0	
ENSMUSG00000089761	0	0	0	0	0	0	
ENSMUSG00000089762	0.0901969	0.111124	0.12066	0.656371	0.895599	0.714948	
ENSMUSG00000089764	0.723202	0.780854	0.806762	0.475223	0.412398	0.158064	
ENSMUSG00000089766	0	0	0	0	0	0	
ENSMUSG00000089767	0	0	0	0.0857408	0	0	
ENSMUSG00000089768	7.39255	7.41573	10.295	3.2403	4.83149	3.12125	
ENSMUSG00000089769	0	0	0	0.151005	0.188658	0	
ENSMUSG00000089771	0	0	0	0	0	0	
ENSMUSG00000089773	0	0	0	0.163299	0	0	
ENSMUSG00000089774	2.2484	3.04874	2.42223	8.25257	9.55673	6.49503	
ENSMUSG00000089775	0.0314127	0	0	0.0149858	0	0	
ENSMUSG00000089776	0.547982	0.325175	0.192043	0.526273	0.362836	0.163876	
ENSMUSG00000089779	0.157276	0	0.210727	0.0606527	0	0	
ENSMUSG00000089780	0	0	0	0	0	0	
ENSMUSG00000089781	0	0	0	0.0606527	0	0	
ENSMUSG00000089782	5.51164	4.44373	6.25639	0.688457	1.32868	2.44406	
ENSMUSG00000089783	0	0	0	0	0.093219	0	
ENSMUSG00000089785	0.0564072	0.135875	0	0	0.0307742	0	
ENSMUSG00000089787	0	0	0	0	0	0	
ENSMUSG00000089789	0.0339512	0	0.045413	0	0	0	
ENSMUSG00000089790	0	0	0	0	0	0	
ENSMUSG00000089791	0.0277178	0	0.111278	0.0404202	0.0411993	0.0556091	
ENSMUSG00000089792	0.349918	0	0.708649	0.0785028	1.85313	0.360524	
ENSMUSG00000089793	0	0	0	0	0	0	
ENSMUSG00000089794	0	0.234123	0	0	0.0703302	0	
ENSMUSG00000089795	0	0	0	0	0	0	
ENSMUSG00000089796	0	0	0	0.134445	0.0692055	0	
ENSMUSG00000089797	0.153426	0	0.102777	0	0.108277	0.28564	
ENSMUSG00000089798	0	0.0231312	0	0.0222128	0.00949379	0	
ENSMUSG00000089800	0.181717	0	0	0.151017	0	0	
ENSMUSG00000089802	0	0	0	0	0	0	
ENSMUSG00000089803	0	0	0	0	0	0	
ENSMUSG00000089804	0	0	0.0516273	0	0	0	
ENSMUSG00000089806	0.180931	0	0	0.300398	0	0.302814	
ENSMUSG00000089807	0	0	0	0	0	0	
ENSMUSG00000089808	0	0	0	0	0.371352	0	
ENSMUSG00000089809	0.202639	0.28961	0.104907	0.339313	0.225463	0.128378	
ENSMUSG00000089810	1.03939	0.173646	1.07475	0.874483	0.529077	0.667947	
ENSMUSG00000089811	0	0	0.228663	0.042873	0.0819705	0	
ENSMUSG00000089812	4.74412	3.25369	2.55569	3.83869	4.28119	1.91869	
ENSMUSG00000089814	0	0	0	0	0	0	
ENSMUSG00000089815	0	0	0	0	0.0556673	0	
ENSMUSG00000089816	0	0	0	0	0	0	
ENSMUSG00000089817	0	0.302016	0.0555116	0.613974	0.789356	0.895604	
ENSMUSG00000089818	0.0548306	0	0	0.0131903	0.0549011	0	
ENSMUSG00000089819	0	0	0	0	0	0	
ENSMUSG00000089820	0.253828	0	0	0.940092	0	0.207274	
ENSMUSG00000089821	0.708438	0.801465	1.44068	0	0.445097	2.18359	
ENSMUSG00000089822	0	0	0	0	0	0.018609	
ENSMUSG00000089824	5.97209	6.22536	5.36176	10.8615	9.8589	9.35376	
ENSMUSG00000089826	0	0	0	0	0	0	
ENSMUSG00000089827	0	0	0.0540643	0.0298631	0.118415	0.0794175	
ENSMUSG00000089828	0	0.0754852	0	0	0	0	
ENSMUSG00000089829	0.0325633	0.235463	0.0653464	0.326515	0	0.326722	
ENSMUSG00000089830	0	0	0	0	0	0	
ENSMUSG00000089831	0	0	0	0	0	0	
ENSMUSG00000089832	22.4462	23.3455	27.3986	19.8712	19.4896	17.5668	
ENSMUSG00000089833	0	0	0	0	0	0	
ENSMUSG00000089834	0	0	0	0	0	0	
ENSMUSG00000089835	0	0	0.187994	0.454777	0.376712	0.485247	
ENSMUSG00000089836	0	0	0	0	0	0	
ENSMUSG00000089837	0.277209	0.203252	0.0339058	0.942424	1.02234	0.725876	
ENSMUSG00000089838	1.37155	1.16452	1.39366	0.301913	0.43164	0.530437	
ENSMUSG00000089839	0	0	0	0	0	0	
ENSMUSG00000089840	0	0	0	0	0	0	
ENSMUSG00000089842	0	0	0	0.0829748	0.123711	0.279528	
ENSMUSG00000089844	0.353343	0.218064	0.0809831	0.137195	0.347027	0	
ENSMUSG00000089847	169.408	180.915	185.03	149.759	177.785	166.832	
ENSMUSG00000089849	0	0.137822	0	1.72507	1.4832	2.41219	
ENSMUSG00000089851	0	0	0	0.0291718	0.122696	0.055605	
ENSMUSG00000089854	0.0186611	0	0.0998454	0.300095	0.297243	0.728661	
ENSMUSG00000089857	0	0.263057	0.232186	0.566143	0.236142	0.353414	
ENSMUSG00000089859	0	0	0	0	0	0	
ENSMUSG00000089861	0	0	0	0	0	0	
ENSMUSG00000089862	6.90924	6.17644	7.53959	14.8866	14.7173	10.1796	
ENSMUSG00000089865	0	0	0	0	0	0	
ENSMUSG00000089866	0	0	0	0	0	0	
ENSMUSG00000089868	0	0	0	0	0	0	
ENSMUSG00000089870	0	0	0.511947	0	0	0	
ENSMUSG00000089871	0.0768702	0	0	0.113433	0	0.303244	
ENSMUSG00000089872	6.0917	4.31676	6.11994	11.2451	10.2674	11.7804	
ENSMUSG00000089873	0	0	0	0	0	0	
ENSMUSG00000089874	0	0	0	0	0	0	
ENSMUSG00000089875	1.13364	0.843478	0.630266	1.35808	2.1207	1.75617	
ENSMUSG00000089876	0.299485	0.551774	0.601036	0.635176	0.477692	0.83823	
ENSMUSG00000089877	0	0	0	0	0	0	
ENSMUSG00000089879	0	0	0	0	0	0	
ENSMUSG00000089881	0	0	0	0	0	0	
ENSMUSG00000089883	0	0.165926	0.382413	0.115809	0.19129	0	
ENSMUSG00000089885	0	0	0	0	0	0	
ENSMUSG00000089886	0	0.122226	0.277876	0.327325	0.571498	0.559241	
ENSMUSG00000089887	0.0873735	0	0	0.032422	0	0	
ENSMUSG00000089888	0	0	0	0	0	0	
ENSMUSG00000089889	0.874981	0.856925	2.275	2.29871	1.19773	0.463522	
ENSMUSG00000089890	0.0883691	0	0	0	0	0	
ENSMUSG00000089891	0	0	0	0	0	0	
ENSMUSG00000089892	0	0.169894	0.0632104	0.105529	0	0	
ENSMUSG00000089893	0	0	0	0	0	0	
ENSMUSG00000089894	0	0	0	0	0	0	
ENSMUSG00000089898	0	0	0	0	0	0	
ENSMUSG00000089900	0.16297	0	0	0.0211041	0.0784554	0.209079	
ENSMUSG00000089901	0	0	0	0	0	0	
ENSMUSG00000089902	7.2084	7.87302	7.7163	5.7446	2.94957	3.81642	
ENSMUSG00000089904	0	0	0	0	0	0	
ENSMUSG00000089905	0	0	0	0	0	0	
ENSMUSG00000089906	0	0	0	0	0	0	
ENSMUSG00000089907	0	0	0	0.0120655	0	0	
ENSMUSG00000089908	0	0	0	0	0	0	
ENSMUSG00000089909	0	0	0	0	0	0	
ENSMUSG00000089910	0.263148	0	0	0	0	0	
ENSMUSG00000089911	14.9949	13.5868	14.8058	40.9456	34.8436	36.1983	
ENSMUSG00000089914	0	0	0	0	0	0	
ENSMUSG00000089916	0	0	0	0	0	0	
ENSMUSG00000089917	62.7442	58.5433	61.607	52.9102	50.0488	40.9825	
ENSMUSG00000089922	0	0	0	0	0	0.0176934	
ENSMUSG00000089924	0.281013	0.171117	0	0	0	0	
ENSMUSG00000089926	0	0	0	0	0	0	
ENSMUSG00000089927	0	0	0	0	0	0	
ENSMUSG00000089929	0.458689	0.552232	0	0	0	0	
ENSMUSG00000089931	0	0	0	0.0486667	0	0	
ENSMUSG00000089932	0	0	0	0.427669	0	0	
ENSMUSG00000089933	0	0	0	0	0	0.622251	
ENSMUSG00000089934	0	0	0	0	0.382579	0	
ENSMUSG00000089935	0	0	0	0	0	0	
ENSMUSG00000089936	0	0	0	0	0	0	
ENSMUSG00000089937	0	0	0	0	0	0	
ENSMUSG00000089938	0	0	0	0	0	0	
ENSMUSG00000089940	0.00892482	0.250173	0.0103441	0.251983	0.136913	0.272003	
ENSMUSG00000089941	0	0	0	0	0	0	
ENSMUSG00000089942	0	0	0	0	0	0	
ENSMUSG00000089943	0	0	0	0.0800936	0	0	
ENSMUSG00000089945	32.762	33.3033	30.3106	47.8327	44.031	45.1405	
ENSMUSG00000089947	0	0	0.0660031	0	0	0	
ENSMUSG00000089948	0	0	0	0	0	0	
ENSMUSG00000089949	0.159681	0	0.106977	0.0616555	0.224704	0	
ENSMUSG00000089950	0	0	0	0	0	0	
ENSMUSG00000089951	0	0.200492	0.226045	0.130855	0.118196	0.310819	
ENSMUSG00000089952	0	0	0.0855114	0.0690161	0.144366	0.130686	
ENSMUSG00000089953	0	0	0.116001	0	0	0	
ENSMUSG00000089956	0	0	0	0	0	0	
ENSMUSG00000089957	0	0	0	0	0.0920804	0	
ENSMUSG00000089958	0	0	0	0.0903344	0	0	
ENSMUSG00000089959	0	0	0.0471231	0	0	0	
ENSMUSG00000089960	0.324953	0.214601	0	0.115717	0.190083	0	
ENSMUSG00000089961	6.2909	9.32348	10.4575	9.0692	6.17627	5.97311	
ENSMUSG00000089963	0	0	0	0	0	0	
ENSMUSG00000089964	0	0	0	0	0	0	
ENSMUSG00000089965	0	0	0	0	0	0	
ENSMUSG00000089966	0	0	0	0	0	0	
ENSMUSG00000089967	0	0	0	28.3914	0	33.9949	
ENSMUSG00000089968	0.0863945	0	0.144499	0.125148	0.0969632	0.175079	
ENSMUSG00000089972	0	0	0	0.223309	0	0	
ENSMUSG00000089973	0	0	0	0	0	0	
ENSMUSG00000089975	0	0.198211	0.146777	0	0.0791075	0	
ENSMUSG00000089976	0	0	0	0	0	0	
ENSMUSG00000089978	0	0	0	0.224747	0	0	
ENSMUSG00000089982	0	0	0	0	0.203173	0	
ENSMUSG00000089983	0	0	0	0	0	0	
ENSMUSG00000089984	0.0225897	0.0202019	0	0.0355452	0	0.0913916	
ENSMUSG00000089987	0	0	0	0.0824113	0	0.18748	
ENSMUSG00000089988	0	0	0	0.156473	0	0.179767	
ENSMUSG00000089989	0	0.634658	0.951768	0.466823	0.454263	0	
ENSMUSG00000089990	0	0	0	0	0	0	
ENSMUSG00000089991	0.0115254	0	0	0	0	0	
ENSMUSG00000089992	0.0149686	0.0184216	0	0.0215272	0	0.0306563	
ENSMUSG00000089993	0	0.0688026	0.0376664	0	0	0	
ENSMUSG00000089994	0	0	0	0.0283179	0	0.0540188	
ENSMUSG00000089995	0	0	0	0	0	0	
ENSMUSG00000089996	4.26901	7.84439	9.52147	1.26173	4.12248	3.45648	
ENSMUSG00000089997	0	0	0	0.0594834	0	0	
ENSMUSG00000089998	0.185095	0.447346	0.2861	1.09664	0.981832	1.30125	
ENSMUSG00000089999	2.13655	2.46619	1.67397	0.443059	1.87695	2.09172	
ENSMUSG00000090000	131.164	128.607	127.466	97.8784	134.365	127.03	
ENSMUSG00000090001	0	0	0	0	0	0	
ENSMUSG00000090002	0.212101	0	0.284321	0.083942	0.291814	0	
ENSMUSG00000090003	0	0	0	0	0	0	
ENSMUSG00000090004	0.669564	0	0	0	0.422076	0.519767	
ENSMUSG00000090005	0	0	0	0	0	0	
ENSMUSG00000090006	0	0	0	0	0	0	
ENSMUSG00000090007	0	0.58253	0	0.472218	0.638879	0	
ENSMUSG00000090008	0	0	0	0	0	0	
ENSMUSG00000090009	0	0	0	0	0	0	
ENSMUSG00000090012	0	0	0	0	0	0	
ENSMUSG00000090013	0.82356	0.391872	1.32423	0.191276	0.231239	0.152149	
ENSMUSG00000090015	0.0289724	0.0891619	0	0.0937015	0.0655485	0.0593833	
ENSMUSG00000090016	0	0	0.163562	0	0	0	
ENSMUSG00000090017	0.426302	0	0	0	0	0	
ENSMUSG00000090019	0	0	0	0.0342968	0	0.142111	
ENSMUSG00000090021	0.30188	0.177854	0.158024	0.075354	0.178442	0.350507	
ENSMUSG00000090023	0	0	0	0	0	0	
ENSMUSG00000090024	0	0	0.230868	0	0	0.289857	
ENSMUSG00000090026	0	0	0	0.0484525	0	0	
ENSMUSG00000090027	0	0	0	0	0	0	
ENSMUSG00000090030	0	0.0307691	0	0.158996	0	0	
ENSMUSG00000090031	1.32297	0.927965	0.919467	1.53368	2.06128	3.52563	
ENSMUSG00000090033	0.138401	0	0	0.112153	0	0	
ENSMUSG00000090034	0	0	0	0	0	0	
ENSMUSG00000090035	1.72051	2.43753	3.25792	5.1055	5.61948	4.38981	
ENSMUSG00000090036	0	0	0	0	0	0	
ENSMUSG00000090038	0	0	0.234701	0.044528	0	0	
ENSMUSG00000090039	0	0.0212859	0	0.0249713	0.0260375	0	
ENSMUSG00000090040	0	0	0	0	0	0	
ENSMUSG00000090041	0.128711	0.0772065	0	0.0488827	0	0	
ENSMUSG00000090042	0.164281	0	0	0.0635782	0	0.30359	
ENSMUSG00000090043	0	0	0	0.145188	0.0576985	0.154868	
ENSMUSG00000090044	0	0	0	0	0	0	
ENSMUSG00000090047	0	0	0	0	0	0	
ENSMUSG00000090048	0	0	0	0	0	0	
ENSMUSG00000090050	0	0	0	0	0	0	
ENSMUSG00000090051	0	0	0	0	0	0	
ENSMUSG00000090053	3.00359	3.63918	2.42766	10.7868	3.9408	5.11304	
ENSMUSG00000090054	0	0	0	0	0	0	
ENSMUSG00000090057	0	0	0	0	0	0	
ENSMUSG00000090059	0	0.0443926	0.0125725	0.0403155	0.114082	0.0582892	
ENSMUSG00000090061	0.0906057	0	0	0.0313566	0.0171994	0.00783515	
ENSMUSG00000090062	0.176744	0.082496	0	0.105224	0.0980198	0	
ENSMUSG00000090063	0.115502	0	0	0	0.0113042	0	
ENSMUSG00000090066	0	0	0.00438234	0.0325746	0.0150142	0.00684143	
ENSMUSG00000090067	0.512922	0	0	0	0.173642	0	
ENSMUSG00000090069	0.0174832	0.0896972	0.136381	0.0768098	0.0733714	0.126938	
ENSMUSG00000090070	0	0	0	0	0	0.261692	
ENSMUSG00000090071	0	0	0	0	0	0	
ENSMUSG00000090073	0	0	0	0	0	0	
ENSMUSG00000090074	0	0	0	0	0	0	
ENSMUSG00000090075	0	0	0	0	0	0	
ENSMUSG00000090077	0.507879	0.35552	1.04472	2.7466	2.62607	1.8456	
ENSMUSG00000090078	0	0	0	0.22462	0	0	
ENSMUSG00000090079	0	0	0	0	0	0	
ENSMUSG00000090080	0	0	0	0.0549422	0	0	
ENSMUSG00000090081	0	0	0	0.079244	0	0	
ENSMUSG00000090083	14.4533	18.2669	15.8973	26.4456	29.0791	24.0938	
ENSMUSG00000090084	20.6461	21.7444	23.166	50.4951	49.7892	52.8969	
ENSMUSG00000090086	0.045548	0.110346	0	0.241093	0.388141	0.10437	
ENSMUSG00000090087	0	0	0	0	0	0	
ENSMUSG00000090088	0.122491	0	0	0	0	0	
ENSMUSG00000090089	0	0	0	0	0	0	
ENSMUSG00000090090	0	0	0	0	0	0	
ENSMUSG00000090093	0	0	0	0	0	0	
ENSMUSG00000090095	0	0	0	0	0	0	
ENSMUSG00000090097	0	0	0	0	0	0	
ENSMUSG00000090098	0	0	0	0	0	0	
ENSMUSG00000090099	0	0	0	0.0275051	0	0	
ENSMUSG00000090100	3.65604	3.6945	2.954	4.67297	3.92918	3.52372	
ENSMUSG00000090101	8.14173	18.5872	3.92382	11.3094	10.3207	14.7565	
ENSMUSG00000090102	0	0	0	0	0	0	
ENSMUSG00000090103	0.757887	0	0	0.790372	0	0	
ENSMUSG00000090104	0	0	0	0	0	0	
ENSMUSG00000090105	0	0	0	0.142842	0.0898723	0	
ENSMUSG00000090106	0	0	0	0	0	0	
ENSMUSG00000090107	0	0	0	0	0.0823993	0	
ENSMUSG00000090109	0	0	0	0	0	0	
ENSMUSG00000090110	1.99599	3.53646	3.55728	3.14655	3.3528	3.92704	
ENSMUSG00000090111	0	0	0	0	0	0	
ENSMUSG00000090112	4.17928	2.79188	2.97759	7.30208	7.86906	6.64419	
ENSMUSG00000090113	0	0	0	0	0	0	
ENSMUSG00000090114	0	0	0	0	0	0	
ENSMUSG00000090115	0.970037	0.232906	0.171344	0.528597	0.979301	1.37087	
ENSMUSG00000090116	0	0	0	0	0	0	
ENSMUSG00000090117	1.0903	0.419193	1.95284	5.2856	5.49852	3.72628	
ENSMUSG00000090118	0	0.188344	0.0507912	0.0278636	0	0.0769341	
ENSMUSG00000090119	0	0	0	0.182453	0	0	
ENSMUSG00000090120	0.0881503	0	0.118196	0	0.123084	0.323161	
ENSMUSG00000090121	0	0.0438473	0	0.0188825	0	0	
ENSMUSG00000090122	0.146879	0.179867	0.0982711	0.249004	0	0.0493686	
ENSMUSG00000090124	3.67463	2.38867	3.00935	2.5089	3.63935	1.49112	
ENSMUSG00000090125	0	0.0214356	0	0	0	0	
ENSMUSG00000090126	0	0	0	0	0	0	
ENSMUSG00000090128	0	0	0	0	0	0	
ENSMUSG00000090129	0.114787	0.0275486	0	0	0.0672465	0	
ENSMUSG00000090131	0	0	0	0	0	0	
ENSMUSG00000090132	0	0	0	0	0	0	
ENSMUSG00000090135	0	0	0	0	0	0	
ENSMUSG00000090136	37.8529	44.7368	38.4744	17.3871	17.8833	22.2196	
ENSMUSG00000090137	1081.69	1237.34	1147.8	223.862	401.67	410.646	
ENSMUSG00000090138	0	0	0	0	0	0	
ENSMUSG00000090141	0	0	0	0	0	0	
ENSMUSG00000090142	0	0	0	0	0	0	
ENSMUSG00000090145	19.4979	20.9109	23.4254	8.01692	7.51061	7.75882	
ENSMUSG00000090146	0.0602311	0	0	0	0	0	
ENSMUSG00000090147	0	0	0	0	0	0	
ENSMUSG00000090150	6.39268	8.44291	9.26113	6.23532	5.44414	4.95494	
ENSMUSG00000090151	0	0	0	0	0	0	
ENSMUSG00000090152	0	0	0	0	0	0	
ENSMUSG00000090157	0.0765216	0.03122	0.175698	0.408163	0.0862385	0.227033	
ENSMUSG00000090159	0	0	0.423568	0.64714	0.209992	0.269011	
ENSMUSG00000090160	0	0	0	0	0	0	
ENSMUSG00000090162	0.058416	0	0	0	0	0	
ENSMUSG00000090163	0	0	0	0	0	0	
ENSMUSG00000090164	0	0	0	0	0	0	
ENSMUSG00000090165	0	0	0	0	0	0	
ENSMUSG00000090166	0	0	0	0	0	0	
ENSMUSG00000090168	0	0	0	0	0	0	
ENSMUSG00000090171	0	0.219899	0.323577	0.0789439	0.0975602	0.128344	
ENSMUSG00000090173	0.217889	0.169819	0.180318	0.28943	0.36445	0.433605	
ENSMUSG00000090174	0	0	0	0	0	0	
ENSMUSG00000090175	0	0	0	0.0410176	0	0	
ENSMUSG00000090176	0.0841671	0.516276	0.0563083	0.0609232	0.0630143	0.0853421	
ENSMUSG00000090179	0	0	0	0	0	0	
ENSMUSG00000090180	0	0	0	0	0	0	
ENSMUSG00000090185	0	0	0	0	0	0	
ENSMUSG00000090186	0	0	0	0	0	0	
ENSMUSG00000090188	0.104384	0	0.0606578	0	0	0	
ENSMUSG00000090191	0	0	0.0210279	0.0904569	0.189326	0.128557	
ENSMUSG00000090192	0	0	0	0	0.373877	0	
ENSMUSG00000090193	0	0.121835	0	0.315294	0	0.0216573	
ENSMUSG00000090194	0.523052	0.58882	0	0.955638	0	0	
ENSMUSG00000090197	0	0	0	0.131236	0	0	
ENSMUSG00000090199	0.0865142	0.0177501	0.0385789	0.0414485	0.0869983	0.147786	
ENSMUSG00000090200	0.075597	0.180413	0	0.11625	0.320442	0.563868	
ENSMUSG00000090202	1.86538e-06	0	0	0.0332047	0	0	
ENSMUSG00000090203	0	0	0	0	0	0	
ENSMUSG00000090206	0	0.195936	0	0	0.127602	0	
ENSMUSG00000090207	0.260407	0.273682	0.267168	0.168592	0.278581	0.28379	
ENSMUSG00000090208	0	0	0	0	0	0	
ENSMUSG00000090210	0.00765913	0.128836	0	0.155212	0.105947	0.178476	
ENSMUSG00000090211	0	0	0	0.0203779	0	0	
ENSMUSG00000090212	0	0	0	0.114752	0.10563	0	
ENSMUSG00000090213	10.2654	4.02354	2.49882	8.14999	5.00082	6.99005	
ENSMUSG00000090214	1.13648	0.24367	0.692444	0.570808	1.99432	0.743541	
ENSMUSG00000090215	0.259962	0.120662	0.0329638	0.0433757	0.146967	0.121863	
ENSMUSG00000090216	0	0.155718	0.178928	0	0	0	
