tracking_id	15_1	15_2	15_3	16_1	16_2	16_3
ENSG00000177646	29.1412	27.9415	34.3398	34.6454	33.6627	35.6802
ENSG00000177663	5.09166	4.56519	2.17058	3.77104	2.30642	4.85158
ENSG00000177666	15.3776	7.21915	7.20492	11.6426	6.55836	9.28417
ENSG00000177674	48.6364	47.3217	46.2581	50.3649	45.2813	55.5233
ENSG00000177683	12.9064	14.5072	15.9351	11.9375	11.239	9.82394
ENSG00000177685	2.81195	2.31503	2.56118	2.33954	4.76194	4.43268
ENSG00000177688	1.13944	1.47841	1.4387	1.09971	1.06265	1.07877
ENSG00000177692	4.1835	4.78525	5.41188	3.54035	4.01849	3.74558
ENSG00000177694	1.61979	3.51015	1.71473	4.96866	2.43594	1.81706
ENSG00000177697	130.646	128.337	141.544	181.124	195.495	220.187
ENSG00000177700	144.653	148.516	130.448	139.094	160.545	154.695
ENSG00000177706	4.70894	0.799133	1.05076	2.66957	1.12303	0.772409
ENSG00000177707	10.1196	8.40128	6.05315	13.2281	10.1035	11.6051
ENSG00000177721	13.1557	11.9275	14.1753	8.31751	9.24438	9.96282
ENSG00000177728	31.1886	27.5071	34.4189	25.6314	27.0257	28.262
ENSG00000177731	100.67	108.745	111.213	124.652	112.218	112.659
ENSG00000177732	2.98845	1.6692	0.907603	1.61934	1.10028	1.49927
ENSG00000177733	8.86704	8.75998	7.69379	7.43298	6.67575	6.15283
ENSG00000177736	0.937632	0.791845	1.05581	0	2.16857	0
ENSG00000177738	11.5957	9.78233	11.5562	7.8454	11.2585	9.68838
ENSG00000177770	0	0.947235	1.00684	3.73012	0	1.01794
ENSG00000177788	5.49875	12.3846	5.37019	9.63521	7.86268	6.53837
ENSG00000177803	3.81265	3.90202	7.91595	5.51792	6.92461	8.08407
ENSG00000177807	1.36251	0.965508	1.44158	0.71358	1.27354	1.1687
ENSG00000177822	7.9291	12.0391	10.3733	10.8893	11.2016	12.3691
ENSG00000177830	110.837	129.103	127.036	123.633	141.505	159.373
ENSG00000177839	1.00692	2.18823	1.46865	0.985811	0.825465	0.668251
ENSG00000177842	4.27007	3.42736	4.05154	2.86922	3.45118	3.41809
ENSG00000177853	9.82444	9.17128	13.4769	11.9826	7.65312	9.64887
ENSG00000177854	5.79685	3.96325	5.20054	5.96866	7.4341	5.33559
